SalesOrderNumber,SalesOrderLineNumber,SalesReasonKey
SO54600,6,3
SO54601,15,5
SO54602,30,10
SO54603,1,1
SO54604,12,6
SO54605,3,2
SO54606,3,2
SO54607,3,2
SO54608,3,2
SO54609,1,1
SO54610,10,4
SO54611,3,2
SO54612,6,3
SO54613,1,1
SO54614,10,4
SO54615,3,2
SO54616,3,2
SO54617,3,2
SO54618,6,3
SO54619,1,1
SO54620,1,1
SO54621,3,2
SO54622,1,1
SO54623,6,3
SO54624,3,2
SO54625,3,2
SO54626,3,2
SO54627,6,3
SO54628,12,6
SO54629,6,4
SO54630,20,8
SO54631,3,2
SO54632,3,2
SO54634,3,2
SO54635,3,2
SO54636,6,3
SO54637,1,1
SO54638,6,4
SO54639,10,4
SO54640,3,2
SO54641,20,8
SO54642,20,8
SO54643,6,3
SO54644,10,4
SO54645,6,3
SO54646,3,2
SO54647,6,3
SO54648,6,3
SO54649,1,1
SO54653,12,6
SO54655,6,3
SO54656,10,4
SO54657,1,1
SO54658,3,2
SO54660,10,4
SO54661,3,2
SO54662,2,2
SO54663,3,2
SO54664,3,2
SO54665,10,4
SO54666,3,2
SO54667,3,2
SO54668,1,1
SO54669,3,2
SO54671,10,4
SO54672,10,4
SO54673,10,4
SO54674,1,1
SO54675,3,2
SO54676,6,3
SO54677,3,2
SO54678,3,2
SO54679,10,4
SO54680,6,3
SO54681,6,4
SO54682,3,2
SO54683,3,2
SO54684,1,1
SO54685,3,2
SO54686,2,2
SO54687,2,2
SO54688,6,3
SO54689,1,1
SO54690,6,3
SO54691,12,6
SO54692,6,3
SO54693,6,3
SO54694,3,2
SO54695,10,4
SO54696,6,3
SO54697,3,2
SO54698,3,2
SO54699,3,2
SO54700,6,3
SO54701,10,4
SO54702,10,4
SO54704,3,2
SO54706,3,2
SO54707,10,4
SO54708,6,4
SO54709,6,4
SO54710,12,6
SO54712,18,9
SO54715,6,4
SO54716,10,4
SO54717,3,2
SO54718,1,1
SO54719,6,3
SO54720,3,2
SO54721,1,1
SO54722,1,1
SO54723,1,1
SO54724,6,3
SO54725,3,2
SO54726,6,3
SO54727,10,4
SO54728,3,2
SO54729,6,3
SO54730,6,3
SO54731,6,4
SO54732,12,6
SO54733,20,8
SO54734,3,2
SO54735,3,2
SO54736,10,4
SO54737,3,2
SO54738,6,3
SO54739,3,2
SO54740,3,2
SO54741,12,6
SO54742,6,4
SO54743,3,2
SO54744,3,2
SO54745,6,4
SO54746,3,2
SO54748,3,2
SO54749,3,2
SO54750,1,1
SO54751,3,2
SO54752,3,2
SO54753,3,2
SO54754,10,4
SO54755,3,2
SO54756,3,2
SO54757,6,3
SO54758,10,4
SO54759,6,3
SO54761,12,6
SO54762,6,3
SO54763,10,4
SO54764,6,3
SO54765,12,6
SO54767,18,9
SO54769,10,4
SO54770,6,4
SO54771,3,2
SO54772,3,2
SO54773,3,2
SO54774,3,2
SO54775,3,2
SO54776,6,3
SO54777,3,2
SO54778,1,1
SO54779,3,2
SO54780,10,4
SO54781,3,2
SO54782,1,1
SO54783,6,4
SO54784,28,7
SO54785,1,1
SO54786,3,2
SO54787,3,2
SO54788,3,2
SO54789,3,2
SO54790,12,6
SO54791,1,1
SO54792,1,1
SO54793,1,1
SO54794,3,2
SO54795,1,1
SO54796,3,2
SO54797,6,3
SO54798,6,4
SO54799,10,4
SO54800,10,4
SO54801,10,4
SO54802,10,4
SO54803,15,5
SO54804,10,4
SO54805,6,3
SO54806,10,4
SO54807,6,3
SO54808,1,1
SO54809,1,1
SO54810,1,1
SO54812,12,6
SO54813,20,8
SO54817,10,4
SO54818,20,8
SO54819,6,3
SO54822,3,2
SO54823,20,8
SO54824,3,2
SO54825,1,1
SO54826,1,1
SO54827,10,4
SO54828,3,2
SO54829,3,2
SO54830,3,2
SO54831,3,2
SO54832,3,2
SO54833,3,2
SO54834,1,1
SO54835,2,2
SO54836,6,3
SO54837,6,3
SO54838,6,3
SO54839,6,3
SO54840,6,3
SO54841,10,4
SO54842,3,2
SO54843,3,2
SO54844,3,2
SO54845,3,2
SO54846,3,2
SO54847,3,2
SO54848,3,2
SO54849,12,6
SO54850,3,2
SO54851,3,2
SO54852,1,1
SO54853,10,4
SO54854,6,3
SO54855,6,3
SO54856,6,3
SO54857,6,3
SO54858,10,4
SO54859,6,3
SO54860,3,2
SO54861,3,2
SO54862,1,1
SO54863,1,1
SO54865,6,4
SO54866,10,4
SO54867,10,4
SO54868,10,4
SO54871,12,6
SO54872,10,4
SO54873,20,8
SO54876,20,8
SO54877,20,8
SO54878,20,8
SO54879,10,4
SO54880,20,8
SO54883,1,1
SO54884,1,1
SO54885,1,1
SO54886,10,4
SO54887,1,1
SO54888,3,2
SO54889,3,2
SO54890,3,2
SO54891,3,2
SO54892,10,4
SO54893,6,3
SO54894,3,2
SO54895,6,3
SO54897,6,3
SO54898,3,2
SO54899,3,2
SO54900,6,4
SO54901,3,2
SO54902,3,2
SO54903,6,3
SO54904,3,2
SO54905,3,2
SO54906,1,1
SO54907,3,2
SO54908,3,2
SO54909,3,2
SO54910,1,1
SO54911,6,3
SO54912,1,1
SO54913,6,3
SO54914,3,2
SO54915,3,2
SO54916,12,6
SO54917,3,2
SO54918,1,1
SO54919,1,1
SO54920,20,8
SO54921,3,2
SO54922,6,3
SO54923,20,8
SO54924,3,2
SO54925,6,3
SO54926,6,3
SO54927,1,1
SO54928,6,3
SO54930,3,2
SO54931,6,3
SO54933,3,2
SO54934,10,4
SO54935,3,2
SO54936,3,2
SO54937,3,2
SO54939,1,1
SO54940,15,5
SO54941,10,4
SO54942,1,1
SO54943,6,3
SO54944,3,2
SO54945,10,4
SO54946,3,2
SO54947,6,3
SO54948,1,1
SO54949,1,1
SO54950,3,2
SO54951,3,2
SO54952,1,1
SO54953,3,2
SO54954,6,3
SO54955,1,1
SO54956,3,2
SO54957,1,1
SO54958,1,1
SO54959,1,1
SO54960,3,2
SO54961,6,3
SO54962,3,2
SO54963,3,2
SO54964,1,1
SO54965,6,3
SO54966,3,2
SO54967,20,8
SO54968,1,1
SO54970,10,4
SO54971,3,2
SO54972,15,5
SO54974,6,3
SO54975,10,4
SO54977,20,8
SO54978,6,4
SO54979,3,2
SO54980,1,1
SO54981,1,1
SO54982,12,6
SO54983,30,10
SO54984,6,3
SO54985,1,1
SO54986,3,2
SO54987,1,1
SO54988,1,1
SO54989,1,1
SO54990,6,3
SO54991,6,4
SO54992,6,3
SO54993,6,3
SO54994,3,2
SO54995,1,1
SO54996,1,1
SO54997,6,3
SO54998,1,1
SO54999,3,2
SO55000,3,2
SO55001,6,3
SO55003,3,2
SO55004,6,4
SO55005,6,4
SO55006,12,6
SO55007,3,2
SO55008,1,1
SO55009,3,2
SO55010,1,1
SO55011,1,1
SO55012,3,2
SO55013,1,1
SO55014,10,4
SO55015,10,4
SO55016,10,4
SO55017,6,3
SO55018,15,5
SO55019,12,6
SO55020,12,6
SO55022,3,2
SO55023,3,2
SO55024,6,4
SO55025,3,2
SO55026,3,2
SO55028,6,4
SO55029,3,2
SO55030,3,2
SO55034,12,6
SO55035,12,6
SO55036,1,1
SO55037,21,6
SO55038,1,1
SO55039,3,2
SO55040,1,1
SO55041,1,1
SO55042,15,5
SO55043,3,2
SO55044,10,4
SO55045,1,1
SO55046,1,1
SO55047,6,3
SO55048,3,2
SO55049,6,3
SO55050,3,2
SO55051,6,3
SO55052,3,2
SO55053,10,4
SO55054,1,1
SO55055,3,2
SO55056,3,2
SO55057,3,2
SO55058,3,2
SO55059,6,4
SO55060,1,1
SO55061,1,1
SO55062,3,2
SO55063,6,3
SO55064,30,10
SO55065,1,1
SO55066,6,3
SO55067,3,2
SO55068,3,2
SO55069,3,2
SO55070,3,2
SO55071,6,3
SO55072,3,2
SO55073,3,2
SO55074,6,3
SO55075,3,2
SO55076,6,3
SO55077,6,3
SO55078,6,3
SO55079,6,3
SO55080,10,4
SO55081,10,4
SO55082,3,2
SO55084,10,4
SO55085,10,4
SO55088,20,8
SO55089,3,2
SO55093,6,3
SO55094,1,1
SO55095,15,5
SO55096,3,2
SO55097,3,2
SO55099,10,4
SO55100,3,2
SO55101,3,2
SO55102,3,2
SO55103,3,2
SO55104,3,2
SO55105,3,2
SO55106,1,1
SO55107,10,4
SO55108,15,5
SO55109,10,4
SO55110,3,2
SO55111,1,1
SO55112,6,3
SO55113,3,2
SO55114,3,2
SO55115,3,2
SO55116,1,1
SO55117,1,1
SO55118,6,3
SO55119,3,2
SO55120,20,8
SO55121,6,3
SO55122,6,3
SO55123,3,2
SO55124,6,4
SO55125,1,1
SO55126,3,2
SO55127,3,2
SO55128,21,6
SO55129,10,4
SO55130,6,3
SO55131,3,2
SO55132,6,3
SO55133,6,3
SO55134,10,4
SO55135,6,3
SO55136,20,8
SO55138,30,10
SO55140,15,5
SO55141,10,4
SO55142,3,2
SO55143,1,1
SO55144,3,2
SO55145,3,2
SO55146,6,3
SO55147,1,1
SO55148,1,1
SO55149,1,1
SO55150,3,2
SO55151,3,2
SO55152,3,2
SO55153,12,6
SO55154,3,2
SO55155,3,2
SO55156,2,2
SO55157,6,3
SO55158,3,2
SO55159,1,1
SO55160,3,2
SO55161,3,2
SO55162,3,2
SO55163,6,3
SO55164,6,3
SO55165,1,1
SO55166,1,1
SO55167,1,1
SO55168,6,3
SO55169,3,2
SO55170,1,1
SO55171,6,3
SO55172,3,2
SO55173,3,2
SO55174,3,2
SO55175,10,4
SO55176,12,6
SO55177,10,4
SO55180,3,2
SO55181,6,3
SO55183,10,4
SO55184,1,1
SO55185,1,1
SO55186,1,1
SO55188,6,3
SO55189,3,2
SO55190,6,3
SO55191,3,2
SO55192,6,3
SO55193,6,3
SO55194,3,2
SO55195,6,3
SO55196,10,4
SO55197,6,3
SO55198,3,2
SO55199,3,2
SO55200,3,2
SO55201,3,2
SO55202,6,3
SO55203,3,2
SO55204,3,2
SO55205,3,2
SO55206,1,1
SO55207,12,6
SO55208,6,3
SO55209,1,1
SO55210,1,1
SO55211,1,1
SO55213,3,2
SO55214,3,2
SO55215,6,3
SO55216,6,3
SO55217,10,4
SO55218,3,2
SO55219,10,4
SO55220,10,4
SO55222,3,2
SO55225,10,4
SO55226,6,3
SO55227,10,4
SO55228,6,4
SO55229,10,4
SO55333,6,3
SO55334,6,3
SO55335,6,3
SO55336,1,1
SO55337,2,2
SO55338,1,1
SO55339,15,5
SO55342,6,3
SO55343,3,2
SO55344,12,6
SO55345,10,4
SO55346,12,6
SO55347,6,3
SO55348,6,3
SO55349,1,1
SO55350,3,2
SO55351,3,2
SO55352,3,2
SO55353,10,4
SO55354,6,3
SO55355,6,3
SO55356,6,3
SO55357,1,1
SO55358,3,2
SO55359,6,3
SO55360,3,2
SO55361,12,6
SO55362,10,4
SO55363,6,3
SO55364,6,3
SO55365,3,2
SO55366,3,2
SO55367,10,4
SO55368,10,4
SO55369,6,3
SO55370,3,2
SO55371,3,2
SO55372,6,4
SO55373,1,1
SO55374,1,1
SO55376,10,4
SO55377,3,2
SO55378,10,4
SO55379,3,2
SO55380,6,4
SO55381,3,2
SO55382,10,4
SO55384,6,3
SO55385,6,3
SO55386,10,4
SO55387,1,1
SO55388,3,2
SO55389,1,1
SO55390,6,3
SO55391,3,2
SO55392,3,2
SO55393,3,2
SO55394,2,2
SO55395,3,2
SO55396,3,2
SO55397,6,3
SO55398,12,6
SO55399,6,3
SO55400,3,2
SO55401,1,1
SO55402,6,3
SO55403,1,1
SO55404,2,2
SO55405,6,3
SO55406,3,2
SO55407,6,3
SO55408,1,1
SO55409,6,3
SO55410,6,3
SO55411,3,2
SO55412,6,3
SO55413,6,3
SO55414,1,1
SO55415,6,3
SO55416,6,3
SO55417,10,4
SO55418,3,2
SO55419,6,3
SO55420,3,2
SO55421,6,3
SO55422,10,4
SO55423,6,3
SO55424,3,2
SO55425,3,2
SO55426,3,2
SO55427,6,3
SO55428,6,3
SO55429,1,1
SO55430,1,1
SO55431,6,3
SO55432,1,1
SO55433,1,1
SO55434,6,3
SO55435,6,3
SO55436,3,2
SO55437,1,1
SO55438,6,3
SO55439,6,3
SO55441,3,2
SO55442,1,1
SO55444,6,3
SO55445,6,3
SO55447,6,3
SO55449,6,3
SO55450,10,4
SO55451,6,3
SO55453,3,2
SO55454,10,4
SO55455,3,2
SO55456,12,6
SO55457,6,3
SO55458,1,1
SO55459,1,1
SO55460,6,3
SO55461,1,1
SO55462,20,8
SO55463,6,3
SO55464,3,2
SO55465,10,4
SO55466,3,2
SO55467,3,2
SO55468,1,1
SO55469,6,3
SO55470,3,2
SO55471,10,4
SO55472,6,3
SO55473,3,2
SO55474,1,1
SO55475,3,2
SO55476,3,2
SO55477,6,4
SO55478,1,1
SO55479,3,2
SO55480,3,2
SO55481,6,3
SO55482,3,2
SO55483,12,6
SO55484,6,3
SO55485,6,3
SO55486,6,3
SO55487,6,3
SO55488,10,4
SO55489,6,3
SO55490,6,3
SO55491,12,6
SO55492,6,4
SO55493,6,3
SO55497,1,1
SO55499,3,2
SO55500,20,8
SO55502,12,6
SO55503,10,4
SO55504,10,4
SO55505,3,2
SO55506,3,2
SO55507,10,4
SO55508,3,2
SO55509,12,6
SO55510,6,3
SO55511,2,2
SO55512,2,2
SO55513,3,2
SO55514,3,2
SO55515,3,2
SO55516,6,3
SO55517,1,1
SO55518,3,2
SO55519,1,1
SO55520,10,4
SO55521,6,4
SO55522,6,3
SO55523,1,1
SO55524,6,3
SO55525,1,1
SO55526,3,2
SO55527,3,2
SO55528,3,2
SO55529,3,2
SO55530,3,2
SO55531,3,2
SO55532,15,5
SO55533,6,3
SO55534,6,3
SO55535,3,2
SO55536,6,3
SO55537,3,2
SO55539,3,2
SO55540,15,5
SO55543,15,5
SO55545,20,8
SO55547,3,2
SO55548,10,4
SO55550,10,4
SO55551,10,4
SO55552,18,9
SO55555,6,4
SO55556,10,4
SO55557,2,2
SO55558,6,3
SO55559,6,4
SO55560,10,4
SO55561,12,6
SO55562,1,1
SO55563,3,2
SO55564,3,2
SO55565,3,2
SO55566,6,3
SO55567,6,3
SO55568,12,6
SO55569,15,5
SO55570,2,2
SO55571,3,2
SO55572,6,3
SO55573,10,4
SO55574,3,2
SO55575,3,2
SO55576,1,1
SO55577,3,2
SO55578,1,1
SO55579,12,6
SO55580,3,2
SO55581,10,4
SO55582,3,2
SO55583,1,1
SO55584,3,2
SO55585,10,4
SO55586,3,2
SO55587,3,2
SO55588,3,2
SO55589,3,2
SO55590,3,2
SO55591,6,3
SO55592,3,2
SO55593,15,5
SO55594,3,2
SO55595,15,5
SO55596,10,4
SO55597,12,6
SO55598,3,2
SO55599,6,3
SO55600,6,3
SO55601,12,6
SO55602,1,1
SO55603,18,9
SO55604,10,4
SO55605,1,1
SO55606,10,4
SO55607,6,3
SO55608,6,4
SO55611,15,5
SO55612,10,4
SO55613,6,3
SO55614,6,3
SO55615,6,3
SO55616,6,3
SO55617,3,2
SO55618,6,3
SO55619,3,2
SO55620,3,2
SO55621,3,2
SO55622,1,1
SO55623,42,12
SO55624,20,8
SO55625,3,2
SO55626,6,3
SO55627,1,1
SO55628,2,2
SO55629,10,4
SO55630,3,2
SO55631,12,6
SO55632,3,2
SO55633,3,2
SO55634,3,2
SO55635,20,8
SO55636,3,2
SO55637,3,2
SO55638,1,1
SO55639,3,2
SO55640,10,4
SO55641,12,6
SO55642,3,2
SO55643,3,2
SO55644,6,3
SO55645,1,1
SO55646,12,6
SO55647,6,3
SO55648,1,1
SO55649,6,3
SO55650,6,3
SO55651,21,6
SO55652,6,3
SO55653,3,2
SO55654,1,1
SO55655,1,1
SO55656,6,4
SO55657,6,4
SO55658,3,2
SO55659,10,4
SO55661,12,6
SO55662,6,3
SO55663,10,4
SO55664,6,3
SO55665,20,8
SO55666,6,3
SO55667,10,4
SO55668,12,6
SO55669,10,4
SO55670,6,3
SO55671,10,4
SO55672,10,4
SO55673,12,6
SO55675,10,4
SO55676,12,6
SO55681,10,4
SO55682,20,8
SO55683,1,1
SO55684,3,2
SO55685,3,2
SO55686,1,1
SO55687,10,4
SO55688,1,1
SO55689,1,1
SO55690,1,1
SO55691,1,1
SO55692,1,1
SO55693,10,4
SO55694,1,1
SO55695,3,2
SO55696,3,2
SO55697,1,1
SO55698,15,5
SO55699,21,6
SO55700,2,2
SO55701,1,1
SO55702,1,1
SO55703,3,2
SO55704,3,2
SO55705,3,2
SO55706,6,3
SO55707,12,6
SO55708,3,2
SO55709,12,6
SO55710,1,1
SO55711,10,4
SO55712,20,8
SO55713,6,3
SO55714,3,2
SO55715,1,1
SO55716,6,3
SO55717,3,2
SO55718,1,1
SO55719,10,4
SO55720,10,4
SO55721,6,3
SO55722,3,2
SO55723,6,3
SO55724,1,1
SO55725,6,3
SO55727,6,4
SO55728,1,1
SO55730,6,3
SO55731,10,4
SO55732,12,6
SO55733,10,4
SO55734,30,10
SO55736,6,3
SO55737,12,6
SO55739,20,8
SO55740,20,8
SO55742,3,2
SO55743,3,2
SO55744,3,2
SO55745,6,4
SO55746,10,4
SO55747,3,2
SO55748,3,2
SO55749,6,3
SO55750,1,1
SO55751,1,1
SO55753,1,1
SO55754,3,2
SO55755,10,4
SO55756,1,1
SO55757,3,2
SO55758,6,3
SO55759,6,3
SO55760,1,1
SO55761,6,4
SO55762,10,4
SO55763,3,2
SO55764,1,1
SO55765,1,1
SO55766,3,2
SO55767,3,2
SO55768,10,4
SO55769,3,2
SO55770,6,3
SO55771,3,2
SO55772,3,2
SO55773,6,3
SO55774,6,3
SO55776,3,2
SO55777,3,2
SO55778,3,2
SO55779,3,2
SO55780,10,4
SO55781,1,1
SO55782,10,4
SO55783,6,4
SO55784,3,2
SO55785,6,3
SO55786,6,3
SO55787,6,3
SO55788,1,1
SO55789,6,4
SO55790,15,5
SO55791,10,4
SO55792,3,2
SO55793,6,3
SO55794,6,3
SO55795,1,1
SO55798,10,4
SO55801,10,4
SO55804,6,4
SO55805,10,4
SO55807,10,4
SO55809,6,3
SO55810,10,4
SO55811,10,4
SO55812,15,5
SO55813,1,1
SO55815,3,2
SO55816,3,2
SO55817,6,3
SO55818,1,1
SO55819,10,4
SO55820,3,2
SO55821,1,1
SO55822,3,2
SO55823,15,5
SO55824,6,3
SO55825,15,5
SO55826,1,1
SO55827,1,1
SO55828,1,1
SO55829,3,2
SO55830,10,4
SO55831,6,3
SO55832,6,3
SO55833,3,2
SO55834,6,3
SO55835,1,1
SO55836,3,2
SO55837,6,4
SO55838,10,4
SO55839,1,1
SO55840,6,3
SO55841,3,2
SO55842,3,2
SO55843,3,2
SO55844,10,4
SO55845,1,1
SO55846,6,3
SO55847,10,4
SO55848,3,2
SO55849,3,2
SO55850,3,2
SO55851,3,2
SO55852,3,2
SO55853,6,3
SO55854,10,4
SO55855,6,3
SO55856,6,3
SO55857,15,5
SO55858,6,4
SO55859,10,4
SO55860,12,6
SO55861,20,8
SO55862,20,8
SO55863,6,3
SO55864,15,5
SO55865,10,4
SO55866,6,3
SO55868,6,3
SO55869,6,4
SO55870,12,6
SO55871,6,3
SO55872,6,3
SO55873,6,3
SO55874,6,3
SO55875,1,1
SO55877,3,2
SO55878,1,1
SO55879,1,1
SO55880,3,2
SO55881,6,3
SO55882,6,3
SO55883,3,2
SO55884,3,2
SO55885,6,3
SO55886,3,2
SO55887,6,3
SO55888,6,3
SO55889,1,1
SO55890,3,2
SO55891,1,1
SO55892,6,3
SO55893,3,2
SO55894,10,4
SO55895,1,1
SO55896,1,1
SO55897,1,1
SO55898,10,4
SO55899,3,2
SO55900,6,4
SO55901,3,2
SO55902,1,1
SO55903,3,2
SO55904,3,2
SO55905,3,2
SO55906,10,4
SO55907,10,4
SO55908,1,1
SO55909,6,3
SO55910,10,4
SO55911,3,2
SO55912,6,3
SO55913,15,5
SO55914,6,3
SO55915,6,3
SO55916,3,2
SO55917,10,4
SO55918,18,9
SO55920,15,5
SO55921,10,4
SO55923,10,4
SO55924,10,4
SO55925,6,3
SO55926,10,4
SO55927,6,3
SO55928,10,4
SO55929,3,2
SO55930,3,2
SO55931,6,3
SO55932,12,6
SO55933,20,8
SO55934,3,2
SO55935,1,1
SO55936,6,3
SO55937,6,3
SO55938,3,2
SO55940,3,2
SO55941,1,1
SO55942,3,2
SO55943,3,2
SO55944,1,1
SO55945,1,1
SO55946,6,3
SO55947,6,3
SO55948,6,3
SO55949,6,3
SO55950,3,2
SO55951,1,1
SO55952,1,1
SO55953,10,4
SO55954,6,3
SO55955,12,6
SO55956,6,3
SO55957,21,6
SO55958,10,4
SO55959,3,2
SO55961,6,3
SO55962,6,3
SO55964,3,2
SO55965,18,9
SO55966,18,9
SO55967,3,2
SO55968,6,3
SO55969,10,4
SO55970,6,4
SO55971,2,2
SO55972,12,6
SO55973,12,6
SO55974,1,1
SO55975,6,3
SO55976,1,1
SO55977,1,1
SO55978,3,2
SO55979,1,1
SO55980,10,4
SO55981,1,1
SO55982,6,3
SO55983,3,2
SO55984,12,6
SO55985,6,3
SO55986,6,3
SO55987,6,3
SO55988,6,3
SO55989,1,1
SO55990,3,2
SO55991,1,1
SO55992,3,2
SO55993,1,1
SO55994,3,2
SO55995,6,4
SO55996,6,3
SO55997,12,6
SO55998,10,4
SO55999,6,3
SO56000,10,4
SO56001,6,3
SO56002,3,2
SO56003,3,2
SO56004,3,2
SO56005,3,2
SO56006,6,3
SO56007,10,4
SO56008,1,1
SO56009,1,1
SO56010,6,3
SO56012,6,3
SO56013,12,6
SO56014,12,6
SO56016,20,8
SO56018,6,3
SO56020,12,6
SO56021,30,10
SO56022,3,2
SO56023,6,3
SO56024,3,2
SO56025,1,1
SO56026,3,2
SO56027,20,8
SO56028,20,8
SO56029,1,1
SO56030,1,1
SO56031,3,2
SO56032,1,1
SO56033,6,3
SO56034,6,3
SO56035,12,6
SO56036,6,3
SO56037,6,3
SO56038,6,4
SO56039,3,2
SO56040,6,3
SO56041,1,1
SO56042,6,3
SO56043,6,3
SO56044,10,4
SO56045,3,2
SO56046,6,3
SO56047,6,3
SO56048,6,3
SO56049,1,1
SO56050,6,3
SO56051,1,1
SO56052,6,3
SO56053,1,1
SO56054,1,1
SO56055,6,3
SO56056,6,3
SO56057,6,3
SO56058,10,4
SO56059,3,2
SO56061,15,5
SO56062,1,1
SO56063,3,2
SO56064,3,2
SO56065,20,8
SO56066,6,4
SO56067,1,1
SO56068,1,1
SO56069,1,1
SO56070,12,6
SO56071,1,1
SO56072,1,1
SO56073,10,4
SO56074,6,3
SO56075,3,2
SO56076,20,8
SO56077,6,3
SO56078,3,2
SO56079,6,3
SO56080,15,5
SO56081,1,1
SO56082,6,3
SO56083,3,2
SO56085,1,1
SO56086,1,1
SO56087,6,3
SO56088,3,2
SO56089,1,1
SO56090,6,3
SO56091,6,3
SO56092,3,2
SO56093,3,2
SO56094,3,2
SO56095,6,3
SO56096,3,2
SO56097,3,2
SO56098,6,3
SO56099,6,3
SO56100,1,1
SO56101,3,2
SO56102,3,2
SO56103,10,4
SO56104,6,3
SO56105,6,3
SO56106,1,1
SO56108,10,4
SO56109,20,8
SO56110,10,4
SO56111,1,1
SO56112,15,5
SO56113,15,5
SO56114,6,3
SO56115,3,2
SO56117,6,3
SO56118,12,6
SO56119,6,3
SO56121,6,3
SO56122,12,6
SO56123,6,4
SO56124,6,4
SO56126,20,8
SO56127,6,3
SO56129,10,4
SO56130,3,2
SO56131,10,4
SO56132,1,1
SO56133,6,3
SO56134,3,2
SO56135,3,2
SO56136,6,3
SO56137,3,2
SO56138,6,3
SO56139,3,2
SO56140,6,3
SO56141,12,6
SO56142,6,3
SO56143,10,4
SO56144,3,2
SO56145,6,3
SO56146,3,2
SO56147,3,2
SO56148,3,2
SO56149,10,4
SO56150,1,1
SO56151,3,2
SO56152,3,2
SO56153,3,2
SO56154,1,1
SO56155,3,2
SO56156,1,1
SO56157,1,1
SO56158,6,4
SO56159,15,5
SO56160,3,2
SO56161,3,2
SO56162,12,6
SO56163,6,3
SO56164,6,3
SO56165,6,3
SO56166,1,1
SO56167,10,4
SO56168,3,2
SO56169,3,2
SO56170,6,3
SO56171,6,3
SO56172,3,2
SO56173,15,5
SO56174,6,3
SO56175,1,1
SO56176,10,4
SO56177,10,4
SO56179,1,1
SO56180,20,8
SO56181,6,4
SO56182,10,4
SO56184,20,8
SO56185,3,2
SO56186,6,3
SO56187,10,4
SO56188,6,3
SO56189,1,1
SO56190,15,5
SO56191,3,2
SO56192,1,1
SO56193,10,4
SO56194,3,2
SO56195,3,2
SO56196,3,2
SO56197,6,3
SO56198,6,3
SO56199,2,2
SO56200,10,4
SO56201,6,3
SO56202,3,2
SO56203,3,2
SO56204,3,2
SO56205,6,3
SO56206,3,2
SO56207,3,2
SO56208,3,2
SO56209,3,2
SO56210,3,2
SO56211,3,2
SO56213,10,4
SO56214,3,2
SO56215,1,1
SO56216,6,3
SO56217,1,1
SO56218,10,4
SO56219,12,6
SO56220,6,4
SO56221,10,4
SO56222,12,6
SO56223,12,6
SO56224,12,6
SO56225,12,6
SO56226,1,1
SO56227,15,5
SO56228,2,2
SO56229,6,3
SO56230,6,3
SO56231,3,2
SO56232,6,3
SO56233,3,2
SO56234,3,2
SO56235,6,3
SO56236,3,2
SO56237,6,3
SO56238,3,2
SO56239,1,1
SO56240,6,4
SO56241,6,3
SO56242,10,4
SO56243,6,3
SO56244,3,2
SO56245,3,2
SO56246,3,2
SO56247,3,2
SO56248,3,2
SO56249,10,4
SO56250,1,1
SO56251,6,3
SO56252,6,3
SO56253,3,2
SO56254,6,3
SO56255,6,3
SO56256,6,3
SO56257,12,6
SO56258,3,2
SO56259,1,1
SO56260,6,3
SO56261,18,9
SO56262,6,4
SO56263,18,9
SO56265,15,5
SO56266,12,6
SO56267,3,2
SO56268,3,2
SO56269,6,3
SO56271,6,3
SO56273,3,2
SO56274,3,2
SO56275,1,1
SO56276,6,3
SO56278,6,3
SO56279,6,3
SO56280,1,1
SO56281,6,3
SO56282,6,3
SO56283,3,2
SO56284,6,3
SO56285,3,2
SO56286,3,2
SO56287,6,3
SO56288,6,3
SO56289,6,3
SO56290,6,3
SO56291,3,2
SO56292,3,2
SO56293,3,2
SO56294,3,2
SO56296,3,2
SO56297,3,2
SO56298,3,2
SO56299,3,2
SO56300,1,1
SO56301,6,3
SO56302,10,4
SO56303,6,3
SO56304,3,2
SO56305,1,1
SO56306,1,1
SO56307,3,2
SO56308,10,4
SO56309,6,3
SO56310,1,1
SO56311,1,1
SO56312,3,2
SO56313,15,5
SO56314,15,5
SO56315,6,4
SO56316,10,4
SO56318,6,4
SO56320,6,3
SO56321,10,4
SO56322,3,2
SO56323,1,1
SO56324,12,6
SO56325,1,1
SO56326,1,1
SO56327,10,4
SO56329,6,3
SO56330,6,3
SO56334,6,4
SO56335,20,8
SO56336,6,3
SO56337,3,2
SO56339,3,2
SO56340,6,4
SO56341,6,3
SO56342,3,2
SO56343,3,2
SO56344,1,1
SO56345,6,3
SO56346,1,1
SO56347,12,6
SO56348,6,3
SO56349,6,3
SO56350,6,3
SO56351,6,3
SO56352,3,2
SO56353,3,2
SO56354,1,1
SO56355,3,2
SO56356,1,1
SO56357,6,3
SO56358,3,2
SO56359,10,4
SO56360,10,4
SO56361,6,3
SO56362,6,3
SO56363,6,3
SO56364,6,3
SO56365,15,5
SO56366,6,3
SO56368,12,6
SO56369,6,4
SO56370,3,2
SO56371,10,4
SO56375,10,4
SO56377,6,3
SO56378,6,3
SO56379,2,2
SO56380,6,3
SO56381,6,3
SO56382,6,4
SO56383,3,2
SO56384,3,2
SO56385,3,2
SO56386,3,2
SO56387,6,3
SO56388,15,5
SO56389,6,3
SO56390,3,2
SO56391,3,2
SO56392,1,1
SO56393,6,3
SO56394,6,3
SO56395,6,3
SO56396,10,4
SO56397,10,4
